OrderID,Product,Region,Quantity,UnitPrice,OrderDate,TotalSales
2588,Clothing,West,2,179,2023-05-12,358
2589,Books,North,5,332,2023-02-28,1660
2590,Books,East,4,137,2023-06-06,548
2591,Books,South,1,119,2023-03-24,119
2592,Electronics,North,3,399,2023-05-14,1197
2593,Sports,East,1,436,2023-05-01,436
2594,Clothing,North,5,427,2023-06-26,2135
2595,Electronics,South,4,186,2023-06-17,744
2596,Electronics,South,7,309,2023-03-24,2163
2597,Electronics,East,5,459,2023-07-12,2295
2598,Electronics,South,10,175,2023-07-16,1750
2599,Electronics,North,4,440,2023-01-27,1760
2600,Home & Kitchen,South,2,26,2023-03-21,52
2601,Clothing,North,4,215,2023-05-14,860
2602,Electronics,North,2,440,2023-01-13,880
2603,Clothing,South,8,75,2023-03-05,600
2604,Home & Kitchen,East,3,340,2023-07-09,1020
2605,Home & Kitchen,West,9,212,2023-05-27,1908
2606,Clothing,South,4,66,2023-03-21,264
2607,Books,North,6,167,2023-05-03,1002
2608,Sports,North,10,294,2023-02-12,2940
2609,Books,South,5,176,2023-03-30,880
2610,Books,East,10,221,2023-05-28,2210
2611,Books,East,1,463,2023-04-05,463
2612,Electronics,North,9,421,2023-07-15,3789
2613,Home & Kitchen,North,1,495,2023-06-21,495
2614,Books,East,8,438,2023-05-31,3504
2615,Home & Kitchen,West,9,446,2023-01-02,4014
2616,Clothing,South,9,498,2023-04-30,4482
2617,Sports,North,1,494,2023-01-22,494
2618,Clothing,North,2,145,2023-04-25,290
2619,Clothing,East,1,414,2023-02-26,414
2620,Electronics,South,10,324,2023-03-13,3240
2621,Sports,East,2,388,2023-01-07,776
2622,Clothing,South,10,313,2023-07-03,3130
2623,Clothing,South,8,83,2023-04-29,664
2624,Sports,South,5,344,2023-07-14,1720
2625,Sports,North,7,411,2023-04-24,2877
2626,Clothing,West,2,437,2023-01-16,874
2627,Sports,East,8,195,2023-03-24,1560
2628,Clothing,West,6,135,2023-06-28,810
2629,Clothing,East,8,459,2023-03-13,3672
2630,Electronics,South,1,223,2023-05-04,223
2631,Books,North,1,340,2023-04-23,340
2632,Clothing,West,7,50,2023-01-12,350
2633,Home & Kitchen,North,8,407,2023-05-06,3256
2634,Books,East,3,132,2023-02-22,396
2635,Books,North,5,384,2023-03-16,1920
2636,Books,North,1,453,2023-05-13,453
2637,Electronics,West,7,344,2023-01-27,2408
2638,Clothing,South,5,433,2023-05-20,2165
2639,Electronics,North,8,395,2023-05-25,3160
2640,Clothing,South,8,363,2023-05-14,2904
2641,Electronics,East,9,462,2023-04-07,4158
2642,Electronics,North,7,86,2023-01-05,602
2643,Home & Kitchen,West,1,94,2023-02-26,94
2644,Electronics,East,3,64,2023-06-05,192
2645,Sports,East,8,279,2023-03-19,2232
2646,Home & Kitchen,West,3,173,2023-03-10,519
2647,Electronics,North,8,174,2023-04-28,1392
2648,Books,North,1,449,2023-04-30,449
2649,Sports,East,5,382,2023-02-28,1910
2650,Sports,North,4,467,2023-02-02,1868
2651,Sports,South,5,494,2023-03-03,2470
2652,Home & Kitchen,West,8,253,2023-02-19,2024
2653,Electronics,South,10,70,2023-04-22,700
2654,Electronics,North,4,325,2023-01-19,1300
2655,Books,East,4,281,2023-07-16,1124
2656,Books,West,3,334,2023-05-03,1002
2657,Sports,North,7,144,2023-07-13,1008
2658,Books,North,3,418,2023-02-16,1254
2659,Home & Kitchen,East,3,264,2023-06-16,792
2660,Electronics,East,10,49,2023-07-15,490
2661,Sports,South,5,445,2023-02-02,2225
2662,Books,West,5,141,2023-05-21,705
2663,Home & Kitchen,West,6,144,2023-03-25,864
2664,Home & Kitchen,East,8,56,2023-07-01,448
2665,Books,South,10,189,2023-05-15,1890
2666,Electronics,West,6,143,2023-03-20,858
2667,Books,East,1,376,2023-01-14,376
2668,Sports,North,8,54,2023-05-27,432
2669,Books,West,8,106,2023-05-08,848
2670,Home & Kitchen,South,9,153,2023-02-23,1377
2671,Books,South,9,215,2023-05-28,1935
2672,Electronics,South,2,293,2023-01-29,586
2673,Clothing,North,2,220,2023-01-24,440
2674,Books,West,3,388,2023-03-23,1164
2675,Electronics,West,1,304,2023-03-04,304
2676,Electronics,North,4,96,2023-04-15,384
2677,Home & Kitchen,West,4,78,2023-02-26,312
2678,Electronics,North,9,450,2023-05-16,4050
2679,Electronics,North,9,145,2023-03-03,1305
2680,Electronics,North,9,420,2023-06-06,3780
2681,Electronics,South,10,128,2023-01-17,1280
2682,Sports,West,7,243,2023-03-07,1701
2683,Sports,North,2,297,2023-01-06,594
2684,Home & Kitchen,West,10,87,2023-02-27,870
2685,Books,South,5,88,2023-03-10,440
2686,Electronics,North,4,184,2023-06-05,736
2687,Books,East,8,324,2023-03-03,2592
2688,Books,South,2,416,2023-06-18,832
2689,Home & Kitchen,East,6,181,2023-07-16,1086
2690,Electronics,West,5,384,2023-03-23,1920
2691,Electronics,West,2,361,2023-06-18,722
2692,Clothing,South,10,328,2023-06-26,3280
2693,Books,West,1,398,2023-06-26,398
2694,Books,East,8,362,2023-03-12,2896
2695,Sports,North,2,454,2023-05-11,908
2696,Clothing,North,7,406,2023-01-10,2842
2697,Sports,North,9,61,2023-04-08,549
2698,Sports,South,9,373,2023-03-30,3357
2699,Sports,West,8,435,2023-02-04,3480
2700,Home & Kitchen,East,10,128,2023-01-02,1280
2701,Home & Kitchen,West,9,70,2023-05-04,630
2702,Sports,West,2,269,2023-01-24,538
2703,Clothing,West,6,360,2023-03-15,2160
2704,Books,North,4,449,2023-06-15,1796
2705,Clothing,East,4,402,2023-01-22,1608
2706,Electronics,East,5,40,2023-06-03,200
2707,Home & Kitchen,West,3,319,2023-06-20,957
2708,Books,North,1,158,2023-07-02,158
2709,Books,North,8,378,2023-02-08,3024
2710,Electronics,East,5,343,2023-06-06,1715
2711,Electronics,North,3,404,2023-01-20,1212
2712,Sports,North,10,111,2023-02-10,1110
2713,Home & Kitchen,North,7,466,2023-07-01,3262
2714,Home & Kitchen,South,7,299,2023-05-28,2093
2715,Clothing,West,1,144,2023-04-18,144
2716,Sports,East,9,416,2023-05-27,3744
2717,Sports,East,2,130,2023-03-25,260
2718,Sports,South,5,373,2023-04-21,1865
2719,Sports,West,5,158,2023-03-07,790
2720,Home & Kitchen,East,8,454,2023-06-07,3632
2721,Home & Kitchen,North,8,292,2023-02-22,2336
2722,Sports,East,7,118,2023-02-03,826
2723,Clothing,North,7,271,2023-05-30,1897
2724,Books,South,6,357,2023-03-08,2142
2725,Books,North,6,123,2023-05-14,738
2726,Clothing,East,9,233,2023-01-27,2097
2727,Sports,East,6,268,2023-01-10,1608
2728,Home & Kitchen,East,2,171,2023-03-14,342
2729,Books,South,2,269,2023-04-06,538
2730,Electronics,South,5,294,2023-02-17,1470
2731,Electronics,West,4,184,2023-03-11,736
2732,Clothing,East,2,360,2023-07-06,720
2733,Sports,North,3,27,2023-04-10,81
2734,Books,South,7,303,2023-02-28,2121
2735,Sports,East,8,24,2023-01-02,192
2736,Books,East,6,164,2023-06-06,984
2737,Clothing,South,5,120,2023-07-15,600
2738,Clothing,West,1,183,2023-03-06,183
2739,Electronics,South,8,393,2023-03-24,3144
2740,Sports,South,3,166,2023-06-03,498
2741,Electronics,North,6,83,2023-01-10,498
2742,Sports,North,3,110,2023-02-22,330
2743,Electronics,West,7,136,2023-03-20,952
2744,Home & Kitchen,East,7,373,2023-02-28,2611
2745,Home & Kitchen,South,9,286,2023-05-30,2574
2746,Home & Kitchen,West,5,329,2023-06-28,1645
2747,Home & Kitchen,North,8,192,2023-02-17,1536
2748,Books,South,10,66,2023-05-29,660
2749,Home & Kitchen,East,10,159,2023-05-03,1590
2750,Clothing,North,8,265,2023-01-22,2120
2751,Clothing,North,1,168,2023-04-10,168
2752,Books,North,5,265,2023-04-08,1325
2753,Home & Kitchen,West,3,414,2023-06-07,1242
2754,Home & Kitchen,East,1,495,2023-01-25,495
2755,Home & Kitchen,South,4,24,2023-01-28,96
2756,Electronics,West,8,484,2023-07-12,3872
2757,Sports,West,3,203,2023-04-23,609
2758,Electronics,West,10,39,2023-02-14,390
2759,Sports,North,2,444,2023-03-09,888
2760,Home & Kitchen,East,9,65,2023-01-07,585
2761,Home & Kitchen,West,10,31,2023-02-18,310
2762,Electronics,South,5,89,2023-05-17,445
2763,Electronics,East,7,36,2023-06-13,252
2764,Sports,South,2,390,2023-03-24,780
2765,Clothing,East,9,166,2023-05-09,1494
2766,Sports,South,9,173,2023-05-18,1557
2767,Electronics,North,4,323,2023-06-13,1292
2768,Electronics,West,4,127,2023-03-14,508
2769,Books,South,6,255,2023-02-15,1530
2770,Electronics,East,10,327,2023-04-16,3270
2771,Books,West,10,371,2023-06-09,3710
2772,Clothing,West,10,89,2023-02-01,890
2773,Sports,East,6,202,2023-01-06,1212
2774,Sports,South,1,269,2023-06-25,269
2775,Books,North,9,247,2023-06-15,2223
2776,Sports,North,2,121,2023-05-25,242
2777,Electronics,South,5,94,2023-03-15,470
2778,Home & Kitchen,West,9,436,2023-04-24,3924
2779,Books,West,4,465,2023-01-27,1860
2780,Sports,West,3,235,2023-02-23,705
2781,Books,West,7,426,2023-06-27,2982
2782,Books,South,6,418,2023-06-12,2508
2783,Home & Kitchen,West,8,430,2023-03-26,3440
2784,Electronics,East,3,222,2023-05-07,666
2785,Books,West,5,211,2023-06-02,1055
2786,Sports,North,10,268,2023-06-05,2680
2787,Clothing,West,4,261,2023-04-21,1044
2788,Books,South,4,484,2023-01-15,1936
2789,Books,North,4,198,2023-05-12,792
2790,Home & Kitchen,South,10,456,2023-04-03,4560
2791,Electronics,South,8,481,2023-05-03,3848
2792,Clothing,North,6,238,2023-03-14,1428
2793,Sports,South,3,101,2023-06-04,303
2794,Clothing,South,10,111,2023-06-03,1110
2795,Sports,West,5,454,2023-05-27,2270
2796,Electronics,East,6,194,2023-04-02,1164
2797,Sports,South,5,258,2023-01-17,1290
2798,Home & Kitchen,South,6,279,2023-02-12,1674
2799,Home & Kitchen,South,8,410,2023-05-01,3280
2800,Home & Kitchen,West,7,384,2023-02-10,2688
2801,Home & Kitchen,East,5,182,2023-06-19,910
2802,Clothing,North,10,67,2023-06-27,670
2803,Electronics,West,6,348,2023-06-17,2088
2804,Sports,West,4,347,2023-02-08,1388
2805,Sports,East,9,135,2023-04-23,1215
2806,Home & Kitchen,East,4,448,2023-05-31,1792
2807,Home & Kitchen,West,1,356,2023-04-21,356
2808,Books,North,7,356,2023-06-29,2492
2809,Electronics,West,7,388,2023-02-16,2716
2810,Clothing,East,4,244,2023-03-04,976
2811,Sports,North,3,371,2023-04-20,1113
2812,Books,East,8,347,2023-03-10,2776
2813,Books,North,5,166,2023-02-12,830
2814,Sports,South,10,82,2023-06-25,820
2815,Clothing,East,7,313,2023-02-03,2191
2816,Books,East,4,342,2023-02-09,1368
2817,Books,West,4,462,2023-03-02,1848
2818,Electronics,East,8,344,2023-06-27,2752
2819,Clothing,East,8,32,2023-07-14,256
2820,Books,South,2,450,2023-03-03,900
2821,Clothing,East,2,208,2023-02-27,416
2822,Sports,South,3,306,2023-06-10,918
2823,Home & Kitchen,South,3,227,2023-03-16,681
2824,Books,South,1,133,2023-01-16,133
2825,Electronics,South,3,499,2023-03-23,1497
2826,Sports,North,6,41,2023-04-04,246
2827,Clothing,West,8,368,2023-02-17,2944
2828,Sports,North,10,233,2023-05-18,2330
2829,Books,East,6,190,2023-03-23,1140
2830,Clothing,North,5,342,2023-02-07,1710
2831,Home & Kitchen,North,4,73,2023-05-07,292
2832,Sports,East,3,413,2023-01-19,1239
2833,Books,East,4,317,2023-06-13,1268
2834,Electronics,East,7,339,2023-07-06,2373
2835,Clothing,North,1,145,2023-03-04,145
2836,Sports,North,7,296,2023-03-18,2072
2837,Sports,East,1,483,2023-06-23,483
2838,Home & Kitchen,West,2,223,2023-05-11,446
2839,Home & Kitchen,West,4,213,2023-04-12,852
2840,Electronics,South,1,188,2023-03-06,188
2841,Electronics,East,9,171,2023-04-30,1539
2842,Books,South,6,54,2023-04-01,324
2843,Books,West,1,203,2023-01-08,203
2844,Electronics,South,1,305,2023-06-28,305
2845,Electronics,East,6,76,2023-03-14,456
2846,Clothing,East,4,241,2023-05-14,964
2847,Home & Kitchen,East,4,322,2023-04-17,1288
2848,Books,North,6,182,2023-03-30,1092
2849,Home & Kitchen,South,7,38,2023-02-08,266
2850,Home & Kitchen,West,9,389,2023-04-23,3501
2851,Electronics,West,10,283,2023-07-07,2830
2852,Clothing,West,5,301,2023-01-28,1505
2853,Sports,North,9,132,2023-04-07,1188
2854,Clothing,North,4,346,2023-07-01,1384
2855,Clothing,East,10,49,2023-02-06,490
2856,Home & Kitchen,West,2,154,2023-05-17,308
2857,Clothing,North,3,86,2023-03-23,258
2858,Books,East,1,84,2023-02-25,84
2859,Home & Kitchen,West,6,311,2023-07-06,1866
2860,Books,South,6,44,2023-03-26,264
2861,Sports,East,1,56,2023-01-02,56
2862,Home & Kitchen,North,3,20,2023-07-08,60
2863,Sports,North,5,418,2023-02-27,2090
2864,Home & Kitchen,East,3,56,2023-04-17,168
2865,Electronics,East,10,160,2023-05-03,1600
2866,Clothing,North,3,251,2023-07-07,753
2867,Electronics,South,10,155,2023-06-17,1550
2868,Sports,West,3,408,2023-06-13,1224
2869,Clothing,South,5,207,2023-04-24,1035
2870,Home & Kitchen,East,5,147,2023-04-17,735
2871,Clothing,South,4,220,2023-02-06,880
2872,Books,North,1,146,2023-03-20,146
2873,Clothing,East,5,276,2023-04-02,1380
2874,Books,West,10,183,2023-01-18,1830
2875,Clothing,North,5,54,2023-04-08,270
2876,Books,North,4,213,2023-03-04,852
2877,Sports,West,6,210,2023-05-30,1260
2878,Electronics,West,10,123,2023-05-19,1230
2879,Home & Kitchen,South,4,42,2023-07-05,168
2880,Clothing,East,7,284,2023-07-04,1988
2881,Electronics,West,7,309,2023-01-04,2163
2882,Home & Kitchen,West,2,449,2023-05-15,898
2883,Home & Kitchen,East,3,481,2023-03-02,1443
2884,Books,West,1,403,2023-04-17,403
2885,Sports,West,8,279,2023-02-23,2232
2886,Sports,South,9,433,2023-03-29,3897
2887,Electronics,North,4,498,2023-03-09,1992
2888,Sports,North,6,377,2023-05-09,2262
2889,Clothing,North,9,94,2023-02-24,846
2890,Sports,North,6,374,2023-01-03,2244
2891,Electronics,West,9,91,2023-06-15,819
2892,Sports,East,4,278,2023-05-01,1112
2893,Clothing,East,8,417,2023-05-09,3336
2894,Books,South,9,207,2023-04-12,1863
2895,Electronics,South,4,480,2023-02-07,1920
2896,Books,West,5,192,2023-03-26,960
2897,Books,East,8,499,2023-06-06,3992
2898,Books,East,10,309,2023-05-13,3090
2899,Home & Kitchen,North,6,64,2023-04-02,384
2900,Home & Kitchen,West,7,80,2023-01-21,560
2901,Books,West,3,102,2023-07-18,306
2902,Electronics,North,7,142,2023-07-14,994
2903,Clothing,West,8,377,2023-04-19,3016
2904,Clothing,West,10,35,2023-02-16,350
2905,Sports,South,6,85,2023-03-25,510
2906,Electronics,East,10,443,2023-03-24,4430
2907,Home & Kitchen,West,9,164,2023-02-04,1476
2908,Books,South,6,394,2023-07-15,2364
2909,Sports,East,9,181,2023-03-10,1629
2910,Clothing,North,4,253,2023-05-09,1012
2911,Home & Kitchen,South,8,399,2023-07-15,3192
2912,Home & Kitchen,South,4,163,2023-05-20,652
2913,Books,East,2,377,2023-07-07,754
2914,Clothing,North,10,207,2023-01-27,2070
2915,Electronics,South,9,341,2023-02-25,3069
2916,Home & Kitchen,West,5,469,2023-01-23,2345
2917,Books,West,4,493,2023-06-02,1972
2918,Electronics,West,2,32,2023-01-21,64
2919,Clothing,North,1,203,2023-03-02,203
2920,Home & Kitchen,South,7,130,2023-03-04,910
2921,Electronics,West,6,434,2023-05-02,2604
2922,Electronics,North,2,309,2023-02-21,618
2923,Electronics,West,8,314,2023-03-29,2512
2924,Home & Kitchen,East,4,470,2023-06-02,1880
2925,Home & Kitchen,South,8,411,2023-02-24,3288
2926,Sports,South,7,234,2023-02-15,1638
2927,Clothing,North,5,481,2023-02-01,2405
2928,Books,North,10,139,2023-02-24,1390
2929,Electronics,South,10,401,2023-04-06,4010
2930,Sports,West,8,74,2023-05-13,592
2931,Books,West,9,46,2023-02-05,414
2932,Sports,East,5,137,2023-04-20,685
2933,Home & Kitchen,West,10,240,2023-06-26,2400
2934,Electronics,North,5,250,2023-04-16,1250
2935,Books,North,2,72,2023-02-27,144
2936,Books,West,5,314,2023-02-08,1570
2937,Books,North,3,340,2023-03-21,1020
2938,Books,South,7,420,2023-04-07,2940
2939,Books,South,10,252,2023-04-23,2520
2940,Sports,West,5,177,2023-03-02,885
2941,Electronics,South,8,456,2023-05-17,3648
2942,Home & Kitchen,South,1,288,2023-01-06,288
2943,Home & Kitchen,East,3,40,2023-04-19,120
2944,Home & Kitchen,East,3,422,2023-02-04,1266
2945,Home & Kitchen,South,9,72,2023-02-08,648
2946,Sports,West,5,294,2023-05-30,1470
2947,Clothing,East,9,332,2023-06-18,2988
2948,Electronics,North,9,300,2023-04-28,2700
2949,Books,North,1,233,2023-01-05,233
2950,Clothing,North,2,50,2023-06-19,100
2951,Home & Kitchen,West,5,356,2023-03-28,1780
2952,Clothing,South,4,202,2023-03-17,808
2953,Electronics,North,10,42,2023-07-14,420
2954,Books,West,9,51,2023-06-07,459
2955,Books,East,7,465,2023-02-26,3255
2956,Electronics,South,6,93,2023-05-07,558
2957,Electronics,East,7,29,2023-01-29,203
2958,Home & Kitchen,West,1,475,2023-06-14,475
2959,Books,North,1,73,2023-03-28,73
2960,Clothing,North,8,71,2023-05-21,568
2961,Sports,West,2,167,2023-06-09,334
2962,Sports,North,10,179,2023-02-15,1790
2963,Electronics,South,9,389,2023-04-26,3501
2964,Home & Kitchen,West,7,33,2023-04-22,231
2965,Sports,East,6,197,2023-05-31,1182
2966,Books,West,1,431,2023-02-14,431
2967,Electronics,South,1,385,2023-05-25,385
2968,Clothing,South,2,72,2023-04-14,144
2969,Electronics,West,6,427,2023-03-26,2562
2970,Clothing,West,6,354,2023-07-13,2124
2971,Electronics,North,2,41,2023-05-14,82
2972,Electronics,South,1,49,2023-04-18,49
2973,Electronics,West,10,210,2023-01-18,2100
2974,Clothing,West,5,279,2023-04-04,1395
2975,Clothing,South,5,224,2023-05-30,1120
2976,Electronics,West,2,78,2023-02-02,156
2977,Sports,North,6,490,2023-06-07,2940
2978,Home & Kitchen,South,9,283,2023-05-06,2547
2979,Home & Kitchen,North,2,485,2023-06-09,970
2980,Home & Kitchen,North,10,31,2023-06-19,310
2981,Clothing,North,2,138,2023-05-02,276
2982,Clothing,North,3,434,2023-05-18,1302
2983,Sports,South,7,481,2023-04-25,3367
2984,Home & Kitchen,North,6,309,2023-06-13,1854
2985,Home & Kitchen,North,8,357,2023-06-11,2856
2986,Electronics,West,8,267,2023-01-28,2136
2987,Clothing,South,6,373,2023-01-11,2238
2988,Home & Kitchen,South,10,146,2023-06-16,1460
2989,Sports,East,3,94,2023-02-16,282
2990,Sports,South,3,380,2023-05-07,1140
2991,Home & Kitchen,South,1,223,2023-05-27,223
2992,Clothing,East,7,68,2023-04-28,476
2993,Sports,South,5,98,2023-05-23,490
2994,Electronics,South,4,460,2023-05-06,1840
2995,Sports,South,10,498,2023-06-05,4980
2996,Books,South,4,260,2023-06-01,1040
2997,Books,East,4,368,2023-03-13,1472
2998,Clothing,South,6,173,2023-04-17,1038
2999,Home & Kitchen,South,8,293,2023-05-17,2344
